0.142151026	0.101467322	0.05199322	-0.013117193	0.13332973	-0.065302255	-0.094380035	-0.013843808	-0.053886899	-0.020401916	-0.036264446	0.029251686	0.4791	0.0188
-0.495949409	0.073087221	0.044547176	-0.05525933	0.15836944	0.096422753	0.012242292	-0.030480231	-0.025643422	0.041887024	-0.002371915	-0.009631182	0.3708	0.0164
0.064670861	0.034881455	-0.004333305	-0.083677626	-0.107770462	0.026149893	0.057006297	0.035886125	-0.040487497	0.019865269	0.048686713	-0.021464485	0.5177	0.0224
-0.045055812	0.169161924	-0.16850472	-0.091407291	-0.103872993	0.037200017	0.034702791	-0.046316005	-0.01626659	0.060355741	-0.043510503	-0.017803084	0.5039	0.0237
-0.284721943	0.040692031	-0.048524202	-0.108628231	0.03024995	-0.150172406	-0.026606221	-0.00355206	-0.033637118	-0.013494116	0.037358965	-0.027439755	0.3802	0.015
0.313337513	-0.004328823	-0.168102487	0.030490482	-0.007837762	0.045847482	0.028501004	-0.037210765	-0.022435043	0.000893042	-0.034363751	-0.018921305	0.4615	0.0155
-0.225315022	0.059863842	-0.119038407	-0.05891454	0.012047079	0.119147136	0.083165127	-0.008937157	0.052347438	0.031070712	0.021655024	-0.025594524	0.4238	0.017
0.069277158	0.183934929	0.139324393	-0.103889817	-0.09634635	-0.147269333	0.070325713	-0.044965174	-0.029901669	-0.00684551	-0.038064656	-0.031961581	0.5032	0.0215
-0.007511861	-0.149978635	-0.036996682	-0.083410714	-0.079674532	0.048137641	-0.068594829	0.001525581	0.004230289	0.015761648	-0.005855197	-0.018928391	0.4697	0.0193
-0.008018323	-0.155539389	-0.104455753	-0.067211431	-0.064151447	0.133063058	-0.032685363	0.067460809	-0.020746051	-0.029866436	0.045127547	-0.031643361	0.4255	0.0173
-0.184626862	0.123584055	0.104727659	-0.020327924	-0.060991845	-0.025286672	-0.095034312	0.026941708	1.51E-05	-0.05761526	0.036725494	-0.029135253	0.3654	0.0146
-0.495681276	0.179655039	0.164813224	-0.083935645	-0.15717831	-0.080409721	-0.078971787	0.049933958	0.051071415	-0.039900436	-0.002494598	-0.012795629	0.334	0.0131
-0.242687726	-0.16067403	0.140385287	-0.095950531	0.075024722	-0.158190663	-0.022499013	0.030191046	-0.026438293	-0.043692564	-0.038046924	-0.013702687	0.3566	0.0146
0.101200655	0.080095217	-0.076745049	0.119148532	-0.036310291	0.032005786	-0.070130843	-0.02640087	0.014356033	0.026977972	0.014403245	-0.000131433	0.454	0.017
0.263440108	-0.020967902	-0.12238663	0.146618378	-0.060311558	-0.09491619	0.019326887	0.021219897	0.002353097	0.05116456	-0.046881309	0.000219511	0.4542	0.0152
0.454593337	-0.129835615	-0.007114623	-0.079814004	0.096687764	0.093812811	-0.011315237	0.032740948	-0.030423713	0.001000018	0.027098786	0.005141674	0.5453	0.0194
-0.501404612	-0.019962969	-0.028604569	0.159509804	0.104652953	-0.003139795	0.018539028	-0.010600531	0.036985656	-0.003803078	-0.022735588	0.006117313	0.2846	0.0112
0.319003812	-0.106986925	-0.150647088	0.05221296	-0.09966008	0.151537363	-0.045116137	0.0197431	0.020419161	-0.021118395	-0.011437932	0.032189456	0.4659	0.0155
-0.323381857	0.050583909	0.140164206	-0.052705577	0.052780237	0.11964333	0.010145242	-0.062560109	-0.041521915	0.043493152	-0.035190443	-0.035137228	0.4082	0.0187
-0.41615129	-0.017414684	0.109831268	-0.03422501	-0.033600589	0.015421058	-0.074871413	0.069651659	-0.013461989	0.058166349	0.03053569	0.028580905	0.4344	0.0189
-0.146399599	0.13597937	0.001316659	-0.151001404	-0.062976499	0.002021453	0.024940503	0.050171696	0.012700856	0.004613125	0.011885603	-0.004190005	0.4736	0.019
-0.090023273	0.06121169	-0.048051538	-0.027610055	-0.101336598	-0.144072576	-0.078369037	0.049443485	-0.017690569	-0.021963266	-0.03094775	0.006115901	0.4216	0.0158
0.143799156	-0.145381161	-0.091877965	0.041555726	0.021988055	-0.165887756	0.072673173	-0.005680213	-0.03334539	0.053900117	-0.047397131	-0.031114507	0.4714	0.0208
0.349546732	-0.158726551	0.06127347	0.013624338	-0.146376174	0.119280923	-0.064106331	-0.032177239	0.050114749	0.022107288	0.039787767	0.017871384	0.5437	0.0185
-0.113071017	0.088937249	0.008954414	-0.024322506	0.092419981	0.023094174	-0.050637862	-0.01993963	0.052992014	0.000399869	-0.027608705	0.015468956	0.4289	0.0161
-0.058234532	0.013393063	-0.125273891	-0.015501202	0.131954707	0.10375755	0.014889516	-0.021196525	0.021845164	0.021674029	-0.040874944	0.003897784	0.4325	0.0173
0.269499734	0.152228421	-0.035311614	0.112831669	-0.076373828	0.082963039	-0.026333778	-0.015516857	0.054108654	-0.048057162	-0.019863526	0.00407891	0.4211	0.0139
